Title;Source;DOI;Year Published;WOS number
Development of a Low-cost Unmanned Surface Vehicle for Digital Survey;2015 EUROPEAN CONFERENCE ON MOBILE ROBOTS (ECMR);;2015;WOS:000380213600023
ANALYSIS OF LAND DEFORMATION VELOCITY USING PSI ALOS PALSAR IMPACT OF COASTAL SEDIMENTATION TO FUTURE JAKARTA GIANT SEA WALL AND WATERFRONT CITY;2015 IEEE 5TH ASIA-PACIFIC CONFERENCE ON SYNTHETIC APERTURE RADAR (APSAR);;2015;WOS:000380439100122
A comparison between EKF-based and UKF-based navigation algorithms for AUVs localization;OCEANS 2015 - GENOVA;;2015;WOS:000380485500360
Acoustic Data Analysis for Underwater Archaeological Sites Detection and Mapping by Means of Autonomous Underwater Vehicles;OCEANS 2015 - GENOVA;;2015;WOS:000380485500175
Design of a modular Autonomous Underwater Vehicle for archaeological investigations;OCEANS 2015 - GENOVA;;2015;WOS:000380485500081
A two-way coupling CFD method to simulate the dynamics of a wave energy converter;OCEANS 2015 - GENOVA;;2015;WOS:000380485500163
DEEP GEN A deep water hydro generator for moorings;OCEANS 2015 - GENOVA;;2015;WOS:000380485500160
A ROV for supporting the planned maintenance in underwater archaeological sites;OCEANS 2015 - GENOVA;;2015;WOS:000380485500283
High resolution stereo imaging of sea waves for validation and optimization of wave modelling;OCEANS 2015 - GENOVA;;2015;WOS:000380485500065
Statistical method for Cyclone probabilistic assessment;OCEANS 2015 - GENOVA;;2015;WOS:000380485500270
A preliminary wave energy exploitation assessment in the Northern Thyrrenian Sea;OCEANS 2015 - GENOVA;;2015;WOS:000380485500054
Optimal Aided Inertial Navigation, augmented with Inter-sensors Self-Calibration;OCEANS 2015 - GENOVA;;2015;WOS:000380485500404
A Nonlinear Complementary Filter for Underwater Navigation using Inertial Measurements;OCEANS 2015 - GENOVA;;2015;WOS:000380485500403
OFF-SHORE WAVE ENERGY HARVESTING: A WEC-MICROTURBINE SYSTEM Harvesting and storing energy for off-shore applications;OCEANS 2015 - GENOVA;;2015;WOS:000380485500056
A STUDY FOR THE RESTORATION OF A PLATFORM-ISLAND OIL TERMINAL;OCEANS 2015 - GENOVA;;2015;WOS:000380485500185
Ocean Monitoring with SAR: An Overview;OCEANS 2015 - GENOVA;;2015;WOS:000380485500303
A procedure to ensure a good quality of signals recorded by multidisciplinary seafloor observatories;OCEANS 2015 - GENOVA;;2015;WOS:000380485500402
EMSO European Research Infrastructure: towards an integrated strategy for the observation of the seafloor and the water column;OCEANS 2015 - GENOVA;;2015;WOS:000380485500287
Towards Fully Autonomous Underwater Vehicles in ASW Scenarios: an Adaptive, Data Driven AUV Mission Management Layer;OCEANS 2015 - GENOVA;;2015;WOS:000380485500197
Validation of a simulation tool for ship traffic noise;OCEANS 2015 - GENOVA;;2015;WOS:000380485500171
The Italian contribution to the EMSO Ligurian Sea node: the Role of the Liguria Cluster of Marine Technologies;OCEANS 2015 - GENOVA;;2015;WOS:000380485500439
Variability of Underwater Radiated Ship Noise Measured Using Two Hydrophone Arrays;OCEANS 2015 - GENOVA;;2015;WOS:000380485500066
OS-IS A new method for the sea waves monitoring;OCEANS 2015 - GENOVA;;2015;WOS:000380485500115
In-situ Acoustic Received Level Measurements With Glider Based Reactive Behaviour;OCEANS 2015 - GENOVA;;2015;WOS:000380485500139
Assessment of Underwater Acoustic Channel during Payload Data Exchange with Hydro-Acoustic Modems of the S2C Series;OCEANS 2015 - GENOVA;;2015;WOS:000380485500350
SeaConditions: present and future sea conditions for safer navigation;OCEANS 2015 - GENOVA;;2015;WOS:000380485500443
Investigating the Mediterranean by seafloor observations: the Eastern branch of the EMSO Ligurian Sea node;OCEANS 2015 - GENOVA;;2015;WOS:000380485500271
The Impact of Sea State on HF Surface-Wave Radar Ship Detection and Tracking Performances;OCEANS 2015 - GENOVA;;2015;WOS:000380485500355
Blue Paths and SEACleaner Ensuring long-term commitment of citizens in environmental monitoring and scientific research.;OCEANS 2015 - GENOVA;;2015;WOS:000380485500345
Sensorized buoy for oil spill early detection;OCEANS 2015 - GENOVA;;2015;WOS:000380485500223
Dynamic placement of a constellation of surface buoys for enhanced underwater positioning;OCEANS 2015 - GENOVA;;2015;WOS:000380485500342
Coordination of unmanned marine vehicles for asymmetric threats protection;OCEANS 2015 - GENOVA;;2015;WOS:000380485500096
Glider-based seabed characterization using natural-made ambient noise;OCEANS 2015 - GENOVA;;2015;WOS:000380485500205
European Marine Observation Data Network - EMODnet Physics;OCEANS 2015 - GENOVA;;2015;WOS:000380485500230
High resolution, three dimensional modeling of the circulation in the Gulf of La Spezia (Northwestern Mediterranean);OCEANS 2015 - GENOVA;;2015;WOS:000380485500219
A Innovative Semi-Immergible USV (SI-USV) Drone for Marine and Lakes Operations with Instrumental Telemetry and Acoustic Data Acquisition Capability.;OCEANS 2015 - GENOVA;;2015;WOS:000380485500276
A Innovative Monitoring Underwater Buoy Systems (MUnBuS) for Marine and Rivers installation with IR-Cam, Instrumental Telemetry and Acoustic Data Acquisition Capability;OCEANS 2015 - GENOVA;;2015;WOS:000380485500281
New cost-effective, interoperable sensors tested on existing ocean observing platforms in application of European directives The COMMON SENSE European project;OCEANS 2015 - GENOVA;;2015;WOS:000380485500023
Evaluating third generation wave spectral models performances in coastal areas. An application to Eastern Liguria;OCEANS 2015 - GENOVA;;2015;WOS:000380485500078
From the seafloor to the sea surface: a technical solution for the cabled EMSO-SN1 observatory in the Western Ionian Sea;OCEANS 2015 - GENOVA;;2015;WOS:000380485500209
Passive acoustic surveillance of surface vessels using tridimensional array on an underwater glider;OCEANS 2015 - GENOVA;;2015;WOS:000380485500255
The debut of AEOLUS, the Autonomous model Sailboat of ETH Zurich;OCEANS 2015 - GENOVA;;2015;WOS:000380485500387
Environmental Impact Assessment (EIA) of Wave Energy Converter (WEC);OCEANS 2015 - GENOVA;;2015;WOS:000380485500358
Design of Wave Energy Converter (WEC): A prototype installed in Sicily;OCEANS 2015 - GENOVA;;2015;WOS:000380485500218
3D-Belief Space Planning for underwater mobile grasping;OCEANS 2015 - GENOVA;;2015;WOS:000380485500437
Subsidence monitoring system for offshore applications: technology scouting and feasibility studies;Proceedings of the International Association of Hydrological Sciences (IAHS);10.5194/piahs-372-323-2015;2015;WOS:000380550200058
Subsidence monitoring network: an Italian example aimed at a sustainable hydrocarbon E&P activity;Proceedings of the International Association of Hydrological Sciences (IAHS);10.5194/piahs-372-379-2015;2015;WOS:000380550200068
OPTIMIZATION OF THE WAVESAX DEVICE: NUMERICAL MODELLING AND OCEAN WAVE BASIN TESTS;COMPUTATIONAL METHODS IN MARINE ENGINEERING VI (MARINE 2015);;2015;WOS:000380489300008
PERFORMANCE OF A U-OWC - PTO COUPLED SYSTEM USING DIFFERENT CONTROL LAWS;COMPUTATIONAL METHODS IN MARINE ENGINEERING VI (MARINE 2015);;2015;WOS:000380489300009
NUMERICAL MODELS FOR SHIP DYNAMIC POSITIONING;COMPUTATIONAL METHODS IN MARINE ENGINEERING VI (MARINE 2015);;2015;WOS:000380489300088
TOWARDS NEXT GENERATION INTERVENTION AUTONOMOUS UNDERWATER VEHICLES (I-AUV): DEVELOPMENT OF INNOVATIVE MOBILE MANIPULATION TECHNIQUES;COMPUTATIONAL METHODS IN MARINE ENGINEERING VI (MARINE 2015);;2015;WOS:000380489300094
UNSCENTED KALMAN FILTERING FOR AUTONOMOUS UNDERWATER NAVIGATION;COMPUTATIONAL METHODS IN MARINE ENGINEERING VI (MARINE 2015);;2015;WOS:000380489300095
Dynamic Positioning system of a vessel with conventional propulsion configuration: Modeling and simulation;MARITIME TECHNOLOGY AND ENGINEERING, VOLS. 1 & 2;;2015;WOS:000380506300075
Numerical simulation of added resistance in head waves: A RANSE and BEM approach;MARITIME TECHNOLOGY AND ENGINEERING, VOLS. 1 & 2;;2015;WOS:000380506300091
Benefit of GNSS Multiconstellation in Position and Velocity Domain;2015 2ND IEEE INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (METROAEROSPACE);;2015;WOS:000380405000003
TIME DOMAIN ASSESSMENT OF NONLINEAR COUPLED SHIP MOTIONS AND SLOSHING IN FREE SURFACE TANKS;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 1;;2015;WOS:000379706800039
MODELLING OF ROLL DAMPING EFFECTS FOR A FISHING VESSEL WITH FORWARD SPEED;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 11;;2015;WOS:000379793100049
INVESTIGATION OF PARAMETRIC RESONANCE IN ROLL FOR CONTAINER CARRIER SHIPS;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 11;;2015;WOS:000379793100044
A CONTROL STRATEGY FOR PTO SYSTEMS IN A U-OWC DEVICE;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 3;;2015;WOS:000379707100066
METOCEAN DESIGN CRITERIA FOR DEEP WATER OFFSHORE SYSTEMS;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 7;;2015;WOS:000379707200053
MODELLING OF SEA STORMS ASSOCIATED WITH ENERGY HARVESTERS: DOWNTIME AND ENERGY LOSSES;PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 9;;2015;WOS:000379793600033
Effectiveness of a GNG-based MPPT and related Control System for Marine Current Turbines in Unsteady Operating Conditions;IEEE Energy Conversion Congress and Exposition;;2015;WOS:000378882901050
Europe at the Seaside: Science, Policies & Blue Growth;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200001
Coastal Transformation and Marine Habitat Loss;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200027
Multi-Risk Evaluation of Climate Change Impacts in Coastal Zones;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200051
The Case for a Gibraltar Dam against Sea Level Rise;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200053
An Integrated Sediment Management Scheme for the Coastal Area of Batumi (Georgia);TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200067
High Resolution Morphodynamic Monitoring of an Aegean Island Beach, Using Coastal Video Imagery;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200069
Wave Modelling in the Western Mediterranean Sea with WWIII;TWELFTH INTERNATIONAL CONFERENCE ON THE MEDITERRANEAN COASTAL ENVIRONMENT (MEDCOAST 15), VOLS 1 AND 2;;2015;WOS:000377577200072
Mutual interference problems related to the evolution of marine radars;IEEE International Conference on Intelligent Transportation Systems-ITSC;10.1109/ITSC.2015.290;2015;WOS:000376668801136
NATURAL AND ANTHROPOGENIC FORCING DURING THE LAST TWO CENTURIES IN THE OMBRONE DELTA (SOUTHERN TUSCANY - CENTRAL ITALY);ITALIAN JOURNAL OF ENGINEERING GEOLOGY AND ENVIRONMENT;10.4408/IJEGE.2015-01.O-01;2015;WOS:000376462000002
MORPHODYNAMICS OF A GRAVEL BEACH PROTECTED BY A DETACHED LOW-CRESTED BREAKWATER. THE CASE OF LEVANTO (EASTERN LIGURIAN SEA, ITALY);ITALIAN JOURNAL OF ENGINEERING GEOLOGY AND ENVIRONMENT;10.4408/IJEGE.2015-01.O-03;2015;WOS:000376462000004
Coccolithophore assemblage distribution along a temperate to polar gradient in the West Pacific sector of the Southern Ocean (January 2005);MICROPALEONTOLOGY;;2015;WOS:000374703600007
The composition and distribution of living coccolithophores in the Aegean Sea (NE Mediterranean);MICROPALEONTOLOGY;;2015;WOS:000374703600009
SUBMERGED PEDOLOGY: THE SOILS OF MINOR ISLANDS IN THE VENICE LAGOON;EQA-INTERNATIONAL JOURNAL OF ENVIRONMENTAL QUALITY;10.6092/issn.2281-4485/5795;2015;WOS:000373844700001
KNOWLEDGE-BASED SHIP TRACKING APPLIED TO HF SURFACE WAVE RADAR DATA;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696700084
MITIGATING THE SCATTEROMETER-MODEL WIND BIASES IN THE ADRIATIC SEA;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696701084
REMOTE SENSING FOR COASTAL RISK REDUCTION PURPOSES: OPTICAL AND MICROWAVE DATA FUSION FOR SHORELINE EVOLUTION MONITORING AND MODELLING;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696701134
SPATIO-TEMPORAL VARIATIONS IN CHLOROPHYLL-A CONCENTRATION IN THE PATAGONIC CONTINENTAL SHELF: AN EXAMPLE OF SATELLITE TIME SERIES PROCESSING WITH GRASS GIS TEMPORAL MODULES;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696702087
FISHING FORECASTING SYSTEM IN ADRIATIC SEA - A MODEL APPROACH BASED ON A NORMALIZED SCALAR PRODUCT OF THE SST GRADIENT AND CHL GRADIENT VECTORS;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696702089
TEN-YEARS SEDIMENT DYNAMICS IN NORTHERN ADRIATIC SEA INVESTIGATED THROUGH OPTICAL REMOTE SENSING OBSERVATIONS;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696702090
A SATELLITE OCEAN COLOUR SPECTRAL LIBRARY FOR THE ANALYSIS AND CLASSIFICATION OF EXTREME OPTICAL CONDITIONS IN EUROPEAN SEAS;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696702092
DETECTION OF WIND-INDUCED COASTAL UPWELLING OF DEEPER MARINE WATERS FROM A X-BAND WAVE RADAR;IEEE International Symposium on Geoscience and Remote Sensing IGARSS;;2015;WOS:000371696704251
Sediment Transport Modelling Based on Grain Size Trend Analysis in Augusta Harbour (Sicily);AIP Conference Proceedings;10.1063/1.4938957;2015;WOS:000371804300178
High Spatial Resolution Mapping of Water Quality and Bathymetry with an Autonomous Underwater Vehicle;AIP Conference Proceedings;10.1063/1.4938955;2015;WOS:000371804300176
Modelling swimming activities and energetic costs in European sea bass (Dicentrarchus labrax L., 1758) during critical swimming tests;MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY;10.1080/10236244.2015.1073456;2015;WOS:000372163100004
ON THE SAFE PILOTAGE OF SHIP'S WITH PROPULSION THAT CAN AZIMUTH FOR STEERING;INTERNATIONAL JOURNAL OF MARITIME ENGINEERING;10.3940/rina.ijme.2015.a1.282;2015;WOS:000370998100001
Ostracod association from Pleistocene sediments along the Ionian coast of SE Sicily;BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA;10.4435/BSPI.2015.15;2015;WOS:000370210900006
Occurrence of mislabelling in prepared fishery products in Southern Italy;ITALIAN JOURNAL OF FOOD SAFETY;10.4081/ijfs.2015.5358;2015;WOS:000370173500011
Preliminary investigation on the use of allyl isothiocyanate to increase the shelf-life of gilthead sea bream (Sparus aurata) fillets;ITALIAN JOURNAL OF FOOD SAFETY;10.4081/ijfs.2015.4512;2015;WOS:000370173500003
Hydrography in the Mediterranean Sea during a cruise with RV Poseidon in April 2014;EARTH SYSTEM SCIENCE DATA;10.5194/essd-7-231-2015;2015;WOS:000368632100007
Study of the effect of water depth on potential flow solution of the OC4 Semisubmersible Floating Offshore Wind Turbine;Energy Procedia;10.1016/j.egypro.2015.11.419;2015;WOS:000368676300020
The first spontaneous spawning of red drum Sciaenops ocellatus L. in Europe: broodstock management and early larval stages;ITALIAN JOURNAL OF ANIMAL SCIENCE;10.4081/ijas.2015.3929;2015;WOS:000368276400011
Trawling disturbance effects on the trophic ecology of two co-generic Astropectinid species;MEDITERRANEAN MARINE SCIENCE;10.12681/mms.1256;2015;WOS:000368443200006
Summer Distribution, Relative Abundance and Encounter Rates of Cetaceans in the Mediterranean Waters off Southern Italy (Western Ionian Sea and Southern Tyrrhenian Sea);MEDITERRANEAN MARINE SCIENCE;10.12681/mms.1007;2015;WOS:000368443200013
New Fisheries-related data from the Mediterranean Sea (October, 2015);MEDITERRANEAN MARINE SCIENCE;10.12681/mms.1396;2015;WOS:000368443200020
The Ocean Reanalyses Intercomparison Project (ORA-IP);JOURNAL OF OPERATIONAL OCEANOGRAPHY;10.1080/1755876X.2015.1022329;2015;WOS:000368117600006
Recent progress in performance evaluations and near real-time assessment of operational ocean products;JOURNAL OF OPERATIONAL OCEANOGRAPHY;10.1080/1755876X.2015.1050282;2015;WOS:000368117800003
Coastal Ocean Forecasting: science foundation and user benefits;JOURNAL OF OPERATIONAL OCEANOGRAPHY;10.1080/1755876X.2015.1022348;2015;WOS:000368117600010
SHELLFISH LIPOPHILIC TOXIN PROFILE AND TOXIC PHYTOPLANKTON SPECIES ALONG EASTERN ADRIATIC COAST;FRESENIUS ENVIRONMENTAL BULLETIN;;2015;WOS:000367699500013
Typhoon at CommsNet13: Experimental experience on AUV navigation and localization;ANNUAL REVIEWS IN CONTROL;10.1016/j.arcontrol.2015.09.010;2015;WOS:000367486600016
Scenario-based assessment of buildings' damage and population exposure due to earthquake-induced tsunamis for the town of Alexandria, Egypt;NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;10.5194/nhess-15-2669-2015;2015;WOS:000367336700006
High-resolution satellite turbidity and sea surface temperature observations of river plume interactions during a significant flood event;OCEAN SCIENCE;10.5194/os-11-909-2015;2015;WOS:000367459700004
An evaluation of the Marine Living Resources Act and supporting legal instruments as a framework for implementation of an ecosystem approach to fisheries in South Africa;AFRICAN JOURNAL OF MARINE SCIENCE;10.2989/1814232X.2015.1100682;2015;WOS:000366939600001
